t,x,y,vx,vy,ax,ay,z,vz,az
8.83,-0.0148,-0.00212,-0.0476,-0.00989,2.71,0.00037,-0.00464,0.129,1.28
8.87,-0.0141,-0.00276,0.0699,-0.00476,2.34,0.128,0.000735,0.11,-2.02
8.9,-0.0101,-0.00244,0.114,0.00482,-0.309,0.0416,0.00267,-0.0144,-3.33
8.93,-0.00653,-0.00244,0.0492,-0.00478,-2.56,-0.123,-0.000225,-0.121,-1.37
8.97,-0.00686,-0.00276,-0.0649,-0.0047,-2.41,0.042,-0.00538,-0.111,1.87
9.0,-0.0109,-0.00276,-0.119,5.6e-05,0.194,0.0803,-0.00763,0.0102,3.32
9.03,-0.0148,-0.00276,-0.0529,-2.57e-05,2.59,-0.00218,-0.0047,0.122,1.43
9.07,-0.0144,-0.00276,0.0648,-9.84e-05,2.45,0.082,0.000478,0.11,-1.81
9.1,-0.0104,-0.00276,0.117,0.00475,-0.11,-0.0401,0.00266,-0.00644,-3.28
9.13,-0.00661,-0.00244,0.0576,-3.36e-06,-2.51,-0.0823,4.83e-05,-0.117,-1.53
9.17,-0.00661,-0.00276,-0.0588,-0.00486,-2.56,-0.126,-0.00512,-0.115,1.65
9.2,-0.0105,-0.00277,-0.121,-0.00498,0.0399,0.208,-0.00761,-0.000213,3.28
9.23,-0.0147,-0.00309,-0.0581,0.00485,2.6,0.127,-0.00513,0.114,1.54
9.27,-0.0144,-0.00244,0.0635,0.00981,2.54,-0.0815,-9.69e-06,0.11,-1.58
9.3,-0.0104,-0.00244,0.118,-0.00478,-0.0171,-0.045,0.00217,-0.000465,-3.15
9.33,-0.00657,-0.00276,0.0619,0.00477,-2.49,0.125,-4.07e-05,-0.107,-1.47
9.37,-0.00632,-0.00212,-0.0547,0.00969,-2.69,-0.0823,-0.00495,-0.106,1.61
9.4,-0.0102,-0.00211,-0.126,-0.00476,-0.178,-0.125,-0.00713,0.00777,3.16
9.43,-0.0147,-0.00244,-0.0697,-9.36e-05,2.59,-0.000307,-0.00443,0.115,1.35
9.47,-0.0149,-0.00212,0.0579,5.43e-05,2.77,0.0032,0.000501,0.103,-1.78
9.5,-0.0109,-0.00244,0.123,-0.00466,0.161,-0.38,0.00246,-0.0115,-3.14
9.53,-0.00665,-0.00243,0.0688,-0.0197,-2.45,0.0797,-0.000267,-0.115,-1.29
9.57,-0.00627,-0.00375,-0.0482,-0.00993,-2.7,0.421,-0.00518,-0.103,1.85
9.6,-0.00987,-0.00309,-0.119,0.0196,-0.248,0.497,-0.00716,0.015,3.16
9.63,-0.0142,-0.00244,-0.068,0.019,2.39,-0.25,-0.00418,0.118,1.19
9.67,-0.0144,-0.00183,0.0512,0.00479,2.61,-0.704,0.000726,0.0991,-1.93
9.7,-0.0108,-0.00212,0.113,-0.0289,0.173,-0.407,0.00243,-0.0187,-3.18
9.73,-0.00684,-0.00375,0.0634,-0.0289,-2.34,0.252,-0.000518,-0.121,-1.22
9.77,-0.00654,-0.00405,-0.0501,-0.00418,-2.59,0.529,-0.00565,-0.106,2.05
9.8,-0.0102,-0.00403,-0.117,0.00435,-0.175,0.448,-0.0076,0.0222,3.27
9.83,-0.0143,-0.00376,-0.0642,0.0238,2.37,0.131,-0.00417,0.125,1.07
9.87,-0.0145,-0.00244,0.0517,0.0198,2.5,-0.408,0.000745,0.0958,-2.09
9.9,-0.0109,-0.00244,0.109,-0.00981,0.107,-0.339,0.00222,-0.0228,-3.1
9.93,-0.00719,-0.0031,0.059,-0.00493,-2.29,0.21,-0.000776,-0.118,-0.988
9.97,-0.00697,-0.00277,-0.0507,0.00986,-2.46,0.169,-0.00567,-0.0948,2.16
10.0,-0.0106,-0.00244,-0.113,0.0049,-0.0189,-0.0444,-0.00709,0.0337,3.16
10.0,-0.0145,-0.00244,-0.0542,0.00482,2.43,-0.0452,-0.00343,0.128,0.772
10.1,-0.0142,-0.00212,0.0608,0.00467,2.35,-0.207,0.00144,0.0877,-2.39
10.1,-0.0104,-0.00213,0.109,-0.00974,-0.197,-0.492,0.00242,-0.0407,-3.07
10.1,-0.00695,-0.00277,0.0476,-0.0287,-2.45,-0.0811,-0.00127,-0.126,-0.605
10.2,-0.00728,-0.00404,-0.063,-0.0192,-2.2,0.405,-0.006,-0.0837,2.45
10.2,-0.0111,-0.00405,-0.107,0.00441,0.402,0.454,-0.00685,0.0458,2.9
10.2,-0.0144,-0.00375,-0.0352,0.00953,2.54,0.00545,-0.00294,0.121,0.317
10.3,-0.0135,-0.00341,0.0725,0.00499,2.0,-0.207,0.00123,0.0662,-2.52
10.3,-0.0096,-0.00342,0.103,-0.00506,-0.62,-0.0445,0.00148,-0.0551,-2.69
10.3,-0.0066,-0.00375,0.0296,-8.69e-05,-2.59,-0.000696,-0.00244,-0.122,-0.153
10.4,-0.00762,-0.00342,-0.0776,-0.000125,-1.94,0.17,-0.00664,-0.0661,2.65
10.4,-0.0118,-0.00376,-0.107,0.00484,0.825,0.293,-0.00685,0.0627,2.67
10.4,-0.0148,-0.0031,-0.0208,0.0244,2.67,-0.205,-0.00247,0.124,-0.132
10.5,-0.0132,-0.00213,0.0833,-0.00479,1.74,-0.377,0.00144,0.0514,-2.76
10.5,-0.00921,-0.00342,0.0981,-0.0145,-1.0,-0.0408,0.00096,-0.0698,-2.42
10.5,-0.00662,-0.0031,0.0145,0.00491,-2.66,0.543,-0.00321,-0.117,0.441
10.6,-0.00825,-0.00309,-0.0886,0.0148,-1.65,-0.209,-0.00687,-0.0402,2.87
10.6,-0.0125,-0.00211,-0.101,1.59e-05,1.23,-0.17,-0.0059,0.0846,2.18
10.6,-0.015,-0.00309,-0.00345,-0.00985,2.8,-0.000677,-0.00123,0.115,-0.802
10.7,-0.0128,-0.00277,0.0974,0.00974,1.4,0.0837,0.00175,0.0252,-2.94
10.7,-0.00851,-0.00244,0.0934,-0.00494,-1.46,-0.208,0.000445,-0.0891,-1.94
10.7,-0.00653,-0.0031,-0.00494,-0.00979,-2.77,0.0861,-0.00419,-0.113,1.06
10.8,-0.00884,-0.00309,-0.1,0.00502,-1.17,0.211,-0.0071,-0.0144,3.01
10.8,-0.0132,-0.00276,-0.0887,0.00499,1.71,0.0392,-0.00515,0.0989,1.61
10.8,-0.0148,-0.00276,0.021,0.00482,2.73,-0.381,-0.0005,0.0997,-1.42
10.9,-0.0118,-0.00244,0.104,-0.0148,0.848,-0.125,0.00149,-0.00393,-2.93
10.9,-0.00783,-0.00375,0.0785,-0.0147,-1.91,0.126,-0.000762,-0.103,-1.21
10.9,-0.00659,-0.00342,-0.0284,0.00482,-2.7,0.378,-0.00537,-0.092,1.8
11.0,-0.00972,-0.00343,-0.112,0.00481,-0.652,-0.0373,-0.00689,0.0251,2.93
11.0,-0.014,-0.0031,-0.0754,0.00517,2.18,0.208,-0.0037,0.114,0.793
11.0,-0.0147,-0.00308,0.0424,0.0146,2.62,-0.213,0.000739,0.0807,-2.2
11.1,-0.0112,-0.00212,0.109,-0.000197,0.283,-0.497,0.00168,-0.0401,-2.81
11.1,-0.00747,-0.0031,0.0605,-0.0289,-2.23,0.0844,-0.00194,-0.117,-0.437
11.1,-0.00718,-0.00405,-0.0466,0.00487,-2.41,0.285,-0.00616,-0.0701,2.42
11.2,-0.0106,-0.00277,-0.108,0.0045,0.0067,0.209,-0.00661,0.0522,2.65
11.2,-0.0144,-0.00375,-0.0492,0.000162,2.38,-0.161,-0.00268,0.117,-0.0115
11.2,-0.0139,-0.00276,0.0631,0.00985,2.2,0.0818,0.00119,0.051,-2.64
11.3,-0.0102,-0.00309,0.103,-0.00496,-0.405,-0.296,0.000723,-0.0695,-2.36
11.3,-0.00698,-0.00309,0.0356,-0.00495,-2.5,0.0453,-0.00344,-0.114,0.47
11.3,-0.00778,-0.00342,-0.0725,-0.00481,-1.98,0.124,-0.0069,-0.0369,2.84
11.4,-0.0118,-0.00341,-0.104,0.00484,0.752,0.374,-0.0059,0.0846,2.07
11.4,-0.0147,-0.0031,-0.0201,0.0193,2.61,0.0829,-0.00127,0.111,-0.893
11.4,-0.0131,-0.00213,0.0817,0.0146,1.59,-0.454,0.00151,0.0185,-2.94
11.5,-0.00925,-0.00213,0.0901,-0.0145,-1.08,-0.29,-3.08e-05,-0.093,-1.79
11.5,-0.00714,-0.00309,0.00557,-0.00958,-2.52,0.167,-0.00469,-0.109,1.28
11.5,-0.00888,-0.00276,-0.0857,0.00497,-1.24,0.291,-0.00732,-0.00323,3.1
11.6,-0.0129,-0.00276,-0.0837,0.00491,1.37,-0.127,-0.0049,0.109,1.38
11.6,-0.0145,-0.00244,0.0117,-3.33e-05,2.51,-0.0837,-1.92e-05,0.0956,-1.76
11.6,-0.0121,-0.00277,0.0925,-0.00487,0.851,0.0417,0.00147,-0.0185,-2.93
11.7,-0.0083,-0.00276,0.0718,0.00488,-1.73,0.0432,-0.00126,-0.107,-0.826
11.7,-0.00729,-0.00244,-0.0289,3.97e-05,-2.45,-0.168,-0.00564,-0.0785,2.04
11.7,-0.0102,-0.00276,-0.101,-0.00976,-0.402,0.0825,-0.00662,0.0397,2.72
11.8,-0.014,-0.00309,-0.0586,0.00477,2.09,0.126,-0.00293,0.117,0.308
11.8,-0.0141,-0.00244,0.0484,0.00492,2.26,-0.0416,0.00121,0.0625,-2.5
11.8,-0.0108,-0.00276,0.0996,-0.00493,-0.0642,-0.126,0.00123,-0.0591,-2.52
11.9,-0.00749,-0.00277,0.0439,-8.02e-05,-2.26,-0.000115,-0.00274,-0.114,0.218
11.9,-0.00784,-0.00277,-0.0593,-0.00486,-1.96,0.127,-0.0064,-0.0441,2.71
11.9,-0.0114,-0.00309,-0.0951,0.00489,0.543,0.126,-0.00568,0.0768,2.12
12.0,-0.0142,-0.00244,-0.021,0.00986,2.4,-0.168,-0.00128,0.107,-0.782
12.0,-0.0128,-0.00244,0.0754,-0.00977,1.57,-0.253,0.00145,0.0187,-2.81
12.0,-0.00915,-0.00309,0.0884,-0.00988,-1.01,0.0811,-3.36e-05,-0.0887,-1.7
12.1,-0.00696,-0.0031,0.00549,-0.000138,-2.52,0.255,-0.00446,-0.103,1.27
12.1,-0.00879,-0.0031,-0.0888,0.00498,-1.28,0.0466,-0.00687,0.000594,2.9
12.1,-0.0129,-0.00276,-0.0859,0.00518,1.46,0.0413,-0.00442,0.103,1.19
12.2,-0.0145,-0.00276,0.0147,0.00489,2.55,-0.131,-7.1e-06,0.0848,-1.79
12.2,-0.0119,-0.00244,0.0947,-0.000134,0.793,-0.000946,0.00123,-0.0254,-2.69
12.2,-0.0082,-0.00277,0.069,-3.07e-05,-1.83,-0.0824,-0.0017,-0.104,-0.569
12.3,-0.00729,-0.00244,-0.0332,-1.92e-05,-2.43,0.00251,-0.00567,-0.0663,2.21
12.3,-0.0104,-0.00277,-0.103,-0.0048,-0.303,-0.0404,-0.00612,0.0518,2.47
12.3,-0.0141,-0.00276,-0.0554,0.000149,2.2,0.0833,-0.00222,0.11,-0.0797
12.4,-0.0141,-0.00276,0.0541,5.69e-06,2.24,-0.0035,0.00124,0.0437,-2.59
12.4,-0.0105,-0.00276,0.102,-7.61e-05,-0.217,-0.00289,0.000701,-0.0704,-2.11
12.4,-0.00733,-0.00276,0.0386,-0.000183,-2.39,-0.169,-0.00346,-0.106,0.681
12.5,-0.00796,-0.00277,-0.0666,-0.00994,-1.91,-0.0784,-0.0064,-0.0216,2.72
12.5,-0.0118,-0.00343,-0.0965,-0.0096,0.729,0.0878,-0.0049,0.0853,1.59
12.5,-0.0144,-0.00341,-0.0151,0.000198,2.52,0.248,-0.000711,0.0914,-1.3
12.6,-0.0128,-0.00341,0.0824,0.00477,1.42,-0.132,0.00119,-0.00767,-2.71
12.6,-0.0089,-0.00309,0.085,-0.00509,-1.24,0.0427,-0.00122,-0.0989,-1.03
12.6,-0.00711,-0.00375,-0.00595,-7.3e-05,-2.51,0.172,-0.0054,-0.0808,1.87
12.7,-0.00929,-0.0031,-0.0913,0.0148,-0.979,0.0443,-0.00661,0.0327,2.67
12.7,-0.0132,-0.00277,-0.076,8.3e-05,1.64,-0.168,-0.00321,0.11,0.386
12.7,-0.0144,-0.00309,0.025,6.91e-05,2.4,-0.0863,0.000706,0.0592,-2.33
12.8,-0.0115,-0.00276,0.0937,-4.49e-05,0.449,0.0822,0.000734,-0.0553,-2.36
12.8,-0.00811,-0.0031,0.0557,-0.000101,-1.98,0.00129,-0.00298,-0.106,0.289
12.8,-0.00782,-0.00277,-0.0451,0.00497,-2.16,0.0446,-0.00635,-0.0359,2.64
12.9,-0.0111,-0.00276,-0.0974,9.6e-05,0.138,0.08,-0.00537,0.0802,1.93
12.9,-0.0143,-0.00276,-0.0363,0.0096,2.29,0.0779,-0.001,0.102,-1.0
12.9,-0.0135,-0.00212,0.0661,0.00943,1.8,-0.331,0.00145,0.00745,-2.82
13.0,-0.00991,-0.00214,0.0904,-0.0146,-0.704,-0.285,-0.000506,-0.095,-1.35
13.0,-0.00751,-0.0031,0.0158,-0.0143,-2.35,0.126,-0.00488,-0.0895,1.63
13.0,-0.00885,-0.00309,-0.0748,1.06e-05,-1.33,0.329,-0.00647,0.0209,2.73
13.1,-0.0125,-0.00309,-0.0789,0.0048,1.19,0.043,-0.00349,0.104,0.61
13.1,-0.0141,-0.00277,0.00954,0.00498,2.31,-0.292,0.000454,0.0637,-2.13
13.1,-0.0119,-0.00276,0.0847,-0.0146,0.77,-0.0424,0.000758,-0.0475,-2.44
13.2,-0.00847,-0.00374,0.063,-0.00492,-1.64,0.208,-0.00271,-0.107,0.0341
13.2,-0.00766,-0.00309,-0.0306,0.0098,-2.19,0.251,-0.00635,-0.0468,2.49
13.2,-0.0105,-0.00309,-0.0922,0.00479,-0.19,0.0392,-0.00583,0.07,2.09
13.3,-0.0138,-0.00277,-0.0451,0.0145,1.98,-0.207,-0.00169,0.102,-0.707
13.3,-0.0135,-0.00213,0.0503,-0.00481,1.87,-0.29,0.000999,0.0178,-2.68
13.3,-0.0104,-0.00309,0.0848,-0.0145,-0.398,0.0401,-0.000499,-0.0852,-1.53
13.4,-0.00786,-0.00309,0.0236,0.00477,-2.17,0.211,-0.00468,-0.0914,1.36
13.4,-0.00888,-0.00277,-0.0687,0.000177,-1.45,0.00336,-0.0066,0.0113,2.73
13.4,-0.0124,-0.00308,-0.0799,0.000257,0.997,-0.000474,-0.00392,0.102,0.87
13.5,-0.0142,-0.00276,0.00291,0.0049,2.28,0.0328,0.000223,0.0731,-2.01
13.5,-0.0122,-0.00276,0.0807,-0.00026,0.879,-0.0842,0.000951,-0.0406,-2.59
13.5,-0.00882,-0.00277,0.0652,-0.000163,-1.5,0.00283,-0.00248,-0.109,-0.128
13.6,-0.00789,-0.00277,-0.0253,0.000104,-2.15,-0.081,-0.00633,-0.0511,2.5
13.6,-0.0105,-0.00277,-0.0865,-0.00496,-0.255,0.0396,-0.00589,0.0688,2.16
13.6,-0.0137,-0.0031,-0.0443,-4.82e-05,1.89,0.00125,-0.00174,0.103,-0.667
13.7,-0.0135,-0.00277,0.0491,3.56e-05,1.83,0.0848,0.00097,0.0192,-2.62
13.7,-0.0104,-0.00309,0.0836,1.89e-05,-0.39,0.168,-0.000468,-0.0813,-1.51
13.7,-0.00788,-0.00277,0.0221,0.0147,-2.17,-0.0405,-0.00445,-0.0882,1.32
13.8,-0.00891,-0.00211,-0.0693,0.000142,-1.45,-0.42,-0.00635,0.0115,2.62
13.8,-0.0125,-0.00276,-0.0814,-0.0196,1.05,-0.00175,-0.00368,0.0991,0.83
13.8,-0.0143,-0.00342,0.00491,-4.44e-05,2.31,0.25,0.000253,0.0694,-1.98
13.9,-0.0122,-0.00276,0.0832,0.00486,0.872,0.125,0.000943,-0.0407,-2.42
13.9,-0.00879,-0.00309,0.0648,-0.00016,-1.56,-0.0859,-0.00246,-0.103,-0.0502
13.9,-0.00785,-0.00277,-0.0259,0.00474,-2.15,-0.12,-0.0059,-0.0439,2.38
14.0,-0.0105,-0.00278,-0.0877,-0.00958,-0.195,0.168,-0.00538,0.0661,1.9
14.0,-0.0137,-0.00341,-0.0411,0.00983,1.96,-0.000909,-0.00149,0.0922,-0.793
14.0,-0.0133,-0.00212,0.0539,0.0048,1.8,-0.127,0.000763,0.00754,-2.53
14.1,-0.0101,-0.00309,0.0841,-0.0145,-0.529,-0.208,-0.000991,-0.0855,-1.24
14.1,-0.00765,-0.00309,0.0178,-6.1e-05,-2.21,0.25,-0.00494,-0.0812,1.53
14.1,-0.00892,-0.0031,-0.0729,-3.02e-05,-1.36,0.0846,-0.00641,0.0222,2.53
14.2,-0.0125,-0.00309,-0.0787,0.00493,1.12,-0.0412,-0.00346,0.0995,0.486
14.2,-0.0142,-0.00277,0.00672,-1.28e-05,2.25,-0.0855,0.000231,0.0561,-2.11
14.2,-0.0121,-0.00309,0.0807,-0.00495,0.746,-0.0422,0.00028,-0.0508,-2.16
14.3,-0.00878,-0.0031,0.0591,-4.86e-05,-1.59,0.252,-0.00316,-0.0959,0.353
14.3,-0.00813,-0.0031,-0.0316,0.0098,-2.1,-0.0801,-0.00611,-0.0266,2.43
14.3,-0.0109,-0.00244,-0.0891,0.00018,-0.0763,0.00145,-0.00493,0.0769,1.61
14.4,-0.0141,-0.00309,-0.0391,0.000173,2.06,-0.087,-0.000982,0.0883,-1.13
14.4,-0.0135,-0.00243,0.0589,0.00481,1.78,0.0368,0.000955,-0.00429,-2.55
14.4,-0.0101,-0.00277,0.0855,-0.00507,-0.643,-0.124,-0.00127,-0.0918,-0.909
14.5,-0.00779,-0.00277,0.0138,4.39e-05,-2.21,0.253,-0.00517,-0.0699,1.8
14.5,-0.00922,-0.00276,-0.0716,0.0098,-1.18,0.0817,-0.00593,0.0369,2.33
14.5,-0.0126,-0.00212,-0.0695,0.00958,1.23,-0.09,-0.00271,0.0958,0.0104
14.6,-0.0138,-0.00212,0.0159,-0.000331,2.14,-0.164,0.00046,0.0371,-2.27
14.6,-0.0115,-0.00214,0.0826,-5.46e-05,0.491,-0.159,-0.000235,-0.0656,-1.83
14.6,-0.00834,-0.00213,0.0507,-0.00942,-1.75,0.00353,-0.00391,-0.0918,0.831
14.7,-0.00813,-0.00277,-0.0416,-0.00474,-1.94,0.206,-0.00636,-0.00788,2.51
14.7,-0.0111,-0.00244,-0.0863,0.00981,0.176,0.159,-0.00444,0.0873,1.15
14.7,-0.0139,-0.00211,-0.0296,0.00456,2.05,-0.128,-0.000538,0.0743,-1.56
14.8,-0.0131,-0.00214,0.0601,-0.000348,1.52,-0.0771,0.000518,-0.0252,-2.38
14.8,-0.00988,-0.00214,0.0771,0.000283,-0.828,-0.0735,-0.00222,-0.0931,-0.353
14.8,-0.00795,-0.00212,0.00209,-0.00453,-2.15,-0.0433,-0.00569,-0.0513,2.1
14.9,-0.00974,-0.00244,-0.0761,-0.00475,-0.892,0.12,-0.00564,0.0559,2.05
14.9,-0.013,-0.00244,-0.0612,0.00489,1.43,0.121,-0.00196,0.0957,-0.503
14.9,-0.0138,-0.00211,0.0263,0.00475,2.0,-0.125,0.000739,0.0193,-2.49
15.0,-0.0113,-0.00212,0.0804,-0.0049,0.194,-0.0391,-0.000677,-0.0804,-1.47
15.0,-0.00846,-0.00244,0.0397,0.000135,-1.8,0.0846,-0.00462,-0.0855,1.33
15.0,-0.00863,-0.00211,-0.0473,0.00489,-1.64,0.033,-0.00638,0.0137,2.53
15.1,-0.0116,-0.00211,-0.0773,-0.000422,0.502,-0.0864,-0.00371,0.0955,0.648
15.1,-0.0138,-0.00214,-0.012,-0.000326,2.02,0.00744,-1.11e-05,0.0592,-1.96
15.1,-0.0124,-0.00214,0.0672,0.000233,1.07,-0.157,0.00024,-0.0445,-2.15
15.2,-0.0093,-0.00212,0.0635,-0.00941,-1.18,-0.086,-0.00298,-0.0923,0.23
15.2,-0.00818,-0.00276,-0.0168,-0.00966,-2.0,0.162,-0.00591,-0.029,2.34
15.2,-0.0104,-0.00277,-0.0786,0.00481,-0.398,0.287,-0.00491,0.0739,1.58
15.3,-0.0134,-0.00244,-0.0456,0.00956,1.7,-0.00142,-0.000986,0.0851,-1.11
15.3,-0.0135,-0.00213,0.0424,0.00462,1.76,-0.203,0.000767,-0.0071,-2.48
15.3,-0.0106,-0.00213,0.0789,-0.00462,-0.291,-0.121,-0.00146,-0.0894,-0.821
15.4,-0.0082,-0.00244,0.0218,-0.00468,-1.98,0.0434,-0.00519,-0.0663,1.79
15.4,-0.00913,-0.00245,-0.0613,0.000138,-1.24,0.161,-0.00588,0.0378,2.26
15.4,-0.0123,-0.00243,-0.0671,0.0049,0.952,-0.125,-0.00267,0.0949,-0.0729
15.5,-0.0136,-0.00212,0.008,-0.00494,1.97,-0.21,0.000449,0.0329,-2.29
15.5,-0.0118,-0.00276,0.0714,-0.0145,0.56,-0.0402,-0.000478,-0.0693,-1.71
15.5,-0.00885,-0.00308,0.0485,-0.00493,-1.49,0.288,-0.00417,-0.0877,0.988
15.6,-0.00852,-0.00309,-0.0347,0.00475,-1.78,0.124,-0.00632,-0.000143,2.45
15.6,-0.0112,-0.00277,-0.0775,0.0047,0.132,0.045,-0.00418,0.0875,0.943
15.6,-0.0137,-0.00277,-0.0261,0.00493,1.87,-0.0384,-0.000487,0.0665,-1.69
15.7,-0.0129,-0.00244,0.0562,0.00501,1.35,-0.0403,0.000253,-0.0334,-2.19
15.7,-0.00993,-0.00244,0.0692,6.65e-05,-0.802,-0.00308,-0.00271,-0.0901,-0.0835
15.7,-0.00828,-0.00244,-0.000404,0.00487,-1.98,-0.211,-0.00591,-0.0391,2.18
15.8,-0.00996,-0.00212,-0.0712,-0.00985,-0.702,-0.00171,-0.00539,0.0661,1.72
15.8,-0.013,-0.00309,-0.0518,-0.00496,1.41,0.207,-0.0015,0.0882,-0.826
15.8,-0.0134,-0.00245,0.0314,0.0144,1.78,0.13,0.000491,0.00369,-2.42
15.9,-0.0109,-0.00213,0.0735,0.000138,-0.0838,-0.246,-0.00125,-0.0811,-1.01
15.9,-0.00851,-0.00244,0.0261,-0.00458,-1.81,-0.0392,-0.00492,-0.0695,1.61
15.9,-0.00919,-0.00244,-0.0552,0.000153,-1.33,0.0777,-0.00588,0.0329,2.23
16.0,-0.0122,-0.00243,-0.0686,1.8e-05,0.805,-0.00719,-0.00272,0.0918,0.0952
16.0,-0.0138,-0.00243,0.00241,-0.000395,1.94,-0.0831,0.000236,0.037,-2.19
16.0,-0.012,-0.00245,0.0694,-0.00491,0.71,0.0473,-0.00026,-0.062,-1.73
16.1,-0.00914,-0.00276,0.0525,0.000187,-1.36,0.0878,-0.0039,-0.0876,0.809
16.1,-0.00853,-0.00244,-0.0271,0.00494,-1.76,-0.0477,-0.0061,-0.00405,2.36
16.1,-0.0109,-0.00243,-0.073,-0.00495,-0.000543,-0.125,-0.00417,0.0809,0.949
16.2,-0.0134,-0.00277,-0.0274,-0.00496,1.76,0.126,-0.000712,0.0627,-1.6
16.2,-0.0128,-0.00276,0.0526,0.00498,1.33,0.128,1.45e-05,-0.0327,-2.12
16.2,-0.00989,-0.00244,0.0668,0.00491,-0.744,0.0378,-0.00289,-0.0883,-0.00993
16.3,-0.00832,-0.00244,-0.000614,0.00477,-1.91,-0.0443,-0.00587,-0.0338,2.16
16.3,-0.00993,-0.00212,-0.0686,0.00467,-0.709,-0.0441,-0.00515,0.0654,1.64
16.3,-0.0129,-0.00212,-0.0521,-0.000196,1.33,-0.159,-0.00151,0.0838,-0.906
16.4,-0.0134,-0.00213,0.0273,-0.00464,1.75,-0.0357,0.000434,-0.000136,-2.37
16.4,-0.0111,-0.00243,0.0716,-0.00446,0.00385,0.0413,-0.00152,-0.0836,-0.897
16.4,-0.00863,-0.00243,0.0283,4.07e-05,-1.72,-0.00869,-0.00514,-0.0649,1.63
16.5,-0.00919,-0.00243,-0.0514,-0.00499,-1.31,0.121,-0.00585,0.0333,2.15
16.5,-0.0121,-0.00276,-0.0654,0.00461,0.763,0.122,-0.00292,0.0878,-0.0137
16.5,-0.0135,-0.00212,0.00347,0.00943,1.85,-0.0767,2.47e-06,0.0324,-2.11
16.6,-0.0118,-0.00213,0.0667,-0.00474,0.63,-0.117,-0.000759,-0.063,-1.53
16.6,-0.0091,-0.00244,0.0477,0.000418,-1.36,0.0759,-0.0042,-0.0768,0.986
16.6,-0.00865,-0.00211,-0.0296,0.00446,-1.7,0.0353,-0.00588,0.00769,2.26
16.7,-0.0111,-0.00214,-0.073,-0.000279,0.0759,-0.0791,-0.00369,0.0841,0.66
16.7,-0.0135,-0.00213,-0.0252,0.000238,1.77,0.00352,-0.000273,0.0554,-1.79
16.7,-0.0128,-0.00213,0.0541,-0.000204,1.28,-0.0804,4.62e-06,-0.0436,-2.01
16.8,-0.00991,-0.00214,0.065,-0.00454,-0.811,-0.0355,-0.00318,-0.088,0.296
16.8,-0.00843,-0.00243,-0.0035,-0.00435,-1.85,0.118,-0.00586,-0.0226,2.2
16.8,-0.0101,-0.00243,-0.0668,0.0045,-0.572,0.112,-0.00468,0.0692,1.31
0.0667,-0.0294,-0.00116,0.0518,-0.00899,1.5,-0.239,-0.0128,0.0359,1.46
0.1,-0.0264,-0.00179,0.114,-0.0181,2.06,0.222,-0.0113,0.0896,1.81
0.133,-0.0218,-0.00237,0.184,0.00434,2.24,-0.173,-0.00687,0.164,1.47
0.167,-0.0141,-0.0015,0.268,-0.0174,1.26,-0.0758,-0.000424,0.19,0.0347
0.2,-0.00393,-0.00353,0.276,-0.0218,-0.503,0.635,0.00582,0.164,-0.917
0.233,0.00428,-0.00296,0.224,0.0392,-1.83,1.01,0.0105,0.125,-1.36
0.267,0.011,-0.000919,0.158,0.0481,-2.1,-0.113,0.0142,0.0771,-1.71
0.3,0.0148,0.00025,0.0795,0.0261,-2.2,-0.749,0.0157,0.00979,-2.01
0.333,0.0163,0.000819,0.0122,-7.78e-05,-2.14,-0.596,0.0148,-0.0578,-2.04
0.367,0.0156,0.000245,-0.061,-0.0173,-2.17,-0.598,0.0118,-0.125,-2.12
0.4,0.0122,-0.000333,-0.135,-0.035,-1.63,-0.0792,0.00646,-0.199,-1.33
0.433,0.00663,-0.00209,-0.173,-0.0307,-1.02,0.336,-0.00143,-0.222,0.628
0.467,0.000706,-0.00238,-0.197,-0.00442,-0.984,0.489,-0.00835,-0.155,2.55
0.5,-0.00652,-0.00238,-0.24,2.81e-05,-0.326,0.45,-0.0118,-0.0473,2.91
0.533,-0.0153,-0.00238,-0.228,0.0218,1.25,0.114,-0.0115,0.0424,2.16
0.567,-0.0217,-0.000925,-0.149,0.0175,2.62,-0.0727,-0.00893,0.096,1.1
0.6,-0.0252,-0.00121,-0.0528,0.00456,2.86,-0.339,-0.0051,0.116,0.824
0.633,-0.0252,-0.000621,0.0439,0.00433,3.24,-0.116,-0.00121,0.144,-0.415
0.667,-0.0223,-0.000921,0.158,-0.00889,2.55,-0.226,0.00454,0.106,-1.68
0.7,-0.0147,-0.00121,0.228,-0.00878,1.57,0.076,0.00582,0.0129,-2.14
0.733,-0.0071,-0.00151,0.249,-0.00446,0.566,0.263,0.0054,-0.0321,-1.6
0.767,0.00193,-0.00151,0.272,0.00875,0.000145,0.227,0.00368,-0.0902,-1.55
0.8,0.011,-0.000923,0.25,0.0133,-1.84,-0.187,-0.000615,-0.142,-0.489
0.833,0.0186,-0.000627,0.153,-0.00437,-3.57,-0.339,-0.00577,-0.125,0.959
0.867,0.0212,-0.00121,0.00448,-0.0131,-4.17,-0.188,-0.00896,-0.0711,2.59
0.9,0.0189,-0.0015,-0.127,-0.0131,-3.18,0.264,-0.0105,0.038,3.22
0.933,0.0127,-0.00209,-0.21,2.05e-05,-1.27,0.218,-0.00642,0.159,2.35
0.967,0.00489,-0.0015,-0.214,0.00838,0.0262,0.0776,7.8e-05,0.193,-0.0608
